id,name
A0E060M,主营业务收入
A0E060N,主营业务成本
A0E060O,销售费用
A0E060P,主营业务税金及附加
A0E060Q,管理费用
A0E060R,财务费用
A0E060S,利息支出
A0E060T,营业利润
A0E060U,利润总额
A0E060V,亏损企业亏损总额
A0E060W,应交所得税
A0E060X,本年应交增值税
A0E060Y,工业销售产值(现价)
A0E060Z,出口交货值
A0E0701,企业单位数
A0E0702,亏损企业单位数
A0E0703,实收资本
A0E0704,国家资本金
A0E0705,集体资本金
A0E0706,法人资本金
A0E0707,个人资本金
A0E0708,港澳台资本金
A0E0709,外商资本金
A0E070A,流动资产合计
A0E070B,应收账款净额
A0E070C,存货
A0E070D,产成品
A0E070E,固定资产合计
A0E070F,固定资产原价合计
A0E070G,累计折旧
A0E070H,资产总计
A0E070I,流动负债合计
A0E070J,应付账款
A0E070K,负债合计
A0E070L,所有者权益合计
A0E070M,主营业务收入
A0E070N,主营业务成本
A0E070O,销售费用
A0E070P,主营业务费用及附加
A0E070Q,管理费用
A0E070R,财务费用
A0E070S,利息支出
A0E070T,营业利润
A0E070U,利润总额
A0E070V,亏损总额
A0E070W,应交所得税
A0E070X,本年应交增值税
A0E070Y,工业销售产值(现价)
A0E070Z,出口交货值
A0E2301,企业单位数（2023-至今）
A0E2302,资产总计（2023-至今）
A0E2303,固定资产净额（2023-至今）
A0E2304,固定资产原价（2023-至今）
A0E2305,累计折旧（2023-至今）
A0E2306,流动资产合计（2023-至今）
A0E2307,应收账款（2023-至今）
A0E2308,存货（2023-至今）
A0E2309,产成品（2023-至今）
A0E230A,负债合计（2023-至今）
A0E230B,流动负债合计（2023-至今）
A0E230C,应付账款（2023-至今）
A0E230D,所有者权益合计（2023-至今）
A0E230E,实收资本（2023-至今）
A0E230F,国家资本（2023-至今）
A0E230G,集体资本（2023-至今）
A0E230H,法人资本（2023-至今）
A0E230I,个人资本（2023-至今）
A0E230J,港澳台资本（2023-至今）
A0E230K,外商资本（2023-至今）
A0E230L,营业收入（2023-至今）
A0E230M,营业成本（2023-至今）
A0E230N,销售费用（2023-至今）
A0E230O,管理费用（2023-至今）
A0E230P,财务费用（2023-至今）
A0E230Q,利息费用（2023-至今）
A0E230R,投资收益（2023-至今）
A0E230S,营业利润（2023-至今）
A0E230T,利润总额（2023-至今）
A0E230U,亏损企业亏损额（2023-至今）
A0E230V,平均用工人数（2023-至今）
A0E0801,企业单位数
A0E0802,亏损企业单位数
A0E0803,实收资本
A0E0804,国家资本金
A0E0805,集体资本金
A0E0806,法人资本金
A0E0807,个人资本金
A0E0808,港澳台资本金
A0E0809,外商资本金
A0E080A,流动资产合计
A0E080B,应收账款净额
A0E080C,存货
A0E080D,产成品
A0E080E,固定资产合计
A0E080F,固定资产原价合计
A0E080G,累计折旧
A0E080H,资产总计
A0E080I,流动负债合计
A0E080J,应付账款
A0E080K,负债合计
A0E080L,所有者权益合计
A0E080M,主营业务收入
A0E080N,主营业务成本
A0E080O,销售费用
A0E080P,主营业务税金及附加
A0E080Q,管理费用
A0E080R,财务费用
A0E080S,利息支出
A0E080T,营业利润
A0E080U,利润总额
A0E080V,亏损企业亏损总额
A0E080W,应交所得税
A0E080X,本年应交增值税
A0E080Y,工业销售产值(现价)
A0E080Z,出口交货值
A0E0901,企业单位数
A0E0902,亏损企业单位数
A0E0903,实收资本
A0E0904,国家资本金
A0E0905,集体资本金
A0E0906,法人资本金
A0E0907,个人资本金
A0E0908,港澳台资本金
A0E0909,外商资本金
A0E090A,流动资产合计
A0E090B,应收账款净额
A0E090C,存货
A0E090D,产成品
A0E090E,固定资产合计
A0E090F,固定资产原价合计
A0E090G,累计折旧
A0E090H,资产总计
A0E090I,流动负债合计
A0E090J,应付账款
A0E090K,负债合计
A0E090L,所有者权益合计
A0E090M,主营业务收入
A0E090N,主营业务成本
A0E090O,销售费用
A0E090P,主营业务税金及附加
A0E090Q,管理费用
A0E090R,财务费用
A0E090S,利息支出
A0E090T,营业利润
A0E090U,利润总额
A0E090V,亏损企业亏损总额
A0E090W,应交所得税
A0E090X,本年应交增值税
A0E090Y,工业销售产值(现价)
A0E090Z,出口交货值
A0E0A01,企业单位数
A0E0A02,亏损企业单位数
A0E0A03,实收资本
A0E0A04,国家资本金
A0E0A05,集体资本金
A0E0A06,法人资本金
A0E0A07,个人资本金
A0E0A08,港澳台资本金
A0E0A09,外商资本金
A0E0A0A,流动资产合计
A0E0A0B,应收账款净额
A0E0A0C,存货
A0E0A0D,产成品
A0E0A0E,固定资产合计
A0E0A0F,固定资产原价合计
A0E0A0G,累计折旧
A0E0A0H,资产总计
A0E0A0I,流动负债合计
A0E0A0J,应付账款
A0E0A0K,负债合计
A0E0A0L,所有者权益合计
A0E0A0M,主营业务收入
A0E0A0N,主营业务成本
A0E0A0O,销售费用
A0E0A0P,主营业务费用及附加
A0E0A0Q,管理费用
A0E0A0R,财务费用
A0E0A0S,利息支出
A0E0A0T,营业利润
A0E0A0U,利润总额
A0E0A0V,亏损总额
A0E0A0W,应交所得税
A0E0A0X,本年应交增值税
A0E0A0Y,工业销售产值(现价)
A0E0A0Z,出口交货值
A0E2401,企业单位数（2023-至今）
A0E2402,资产总计（2023-至今）
A0E2403,固定资产净额（2023-至今）
A0E2404,固定资产原价（2023-至今）
A0E2405,累计折旧（2023-至今）
A0E2406,流动资产合计（2023-至今）
A0E2407,应收账款（2023-至今）
A0E2408,存货（2023-至今）
A0E2409,产成品（2023-至今）
A0E240A,负债合计（2023-至今）
A0E240B,流动负债合计（2023-至今）
A0E240C,应付账款（2023-至今）
A0E240D,所有者权益合计（2023-至今）
A0E240E,实收资本（2023-至今）
A0E240F,国家资本（2023-至今）
A0E240G,集体资本（2023-至今）
A0E240H,法人资本（2023-至今）
A0E240I,个人资本（2023-至今）
A0E240J,港澳台资本（2023-至今）
A0E240K,外商资本（2023-至今）
A0E240L,营业收入（2023-至今）
A0E240M,营业成本（2023-至今）
A0E240N,销售费用（2023-至今）
A0E240O,管理费用（2023-至今）
A0E240P,财务费用（2023-至今）
A0E240Q,利息费用（2023-至今）
A0E240R,投资收益（2023-至今）
A0E240S,营业利润（2023-至今）
A0E240T,利润总额（2023-至今）
A0E240U,亏损企业亏损额（2023-至今）
A0E240V,平均用工人数（2023-至今）
A0E0B01,企业单位数
A0E0B02,亏损企业单位数
A0E0B03,实收资本
A0E0B04,国家资本金
A0E0B05,集体资本金
A0E0B06,法人资本金
A0E0B07,个人资本金
A0E0B08,港澳台资本金
A0E0B09,外商资本金
A0E0B0A,流动资产合计
A0E0B0B,应收账款净额
A0E0B0C,存货
A0E0B0D,产成品
A0E0B0E,固定资产合计
A0E0B0F,固定资产原价合计
A0E0B0G,累计折旧
A0E0B0H,资产总计
A0E0B0I,流动负债合计
A0E0B0J,应付账款
A0E0B0K,负债合计
A0E0B0L,所有者权益合计
A0E0B0M,主营业务收入
A0E0B0N,主营业务成本
A0E0B0O,销售费用
A0E0B0P,主营业务税金及附加
A0E0B0Q,管理费用
A0E0B0R,财务费用
A0E0B0S,利息支出
A0E0B0T,营业利润
A0E0B0U,利润总额
A0E0B0V,亏损企业亏损总额
A0E0B0W,应交所得税
A0E0B0X,本年应交增值税
A0E0B0Y,工业销售产值(现价)
A0E0B0Z,出口交货值
A0E0C01,企业单位数
A0E0C02,亏损企业单位数
A0E0C03,实收资本
A0E0C04,国家资本金
A0E0C05,集体资本金
A0E0C06,法人资本金
A0E0C07,个人资本金
A0E0C08,港澳台资本金
A0E0C09,外商资本金
A0E0C0A,流动资产合计
A0E0C0B,应收账款净额
A0E0C0C,存货
A0E0C0D,产成品
A0E0C0E,固定资产合计
A0E0C0F,固定资产原价合计
A0E0C0G,累计折旧
A0E0C0H,资产总计
A0E0C0I,流动负债合计
A0E0C0J,应付账款
A0E0C0K,负债合计
A0E0C0L,所有者权益合计
A0E0C0M,主营业务收入
A0E0C0N,主营业务成本
A0E0C0O,销售费用
A0E0C0P,主营业务税金及附加
A0E0C0Q,管理费用
A0E0C0R,财务费用
A0E0C0S,利息支出
A0E0C0T,营业利润
A0E0C0U,利润总额
A0E0C0V,亏损企业亏损总额
A0E0C0W,应交所得税
A0E0C0X,本年应交增值税
A0E0C0Y,工业销售产值(现价)
A0E0C0Z,出口交货值
A0E0D01,企业单位数
A0E0D02,亏损企业单位数
A0E0D03,实收资本
A0E0D04,国家资本金
A0E0D05,集体资本金
A0E0D06,法人资本金
A0E0D07,个人资本金
A0E0D08,港澳台资本金
A0E0D09,外商资本金
A0E0D0A,流动资产合计
A0E0D0B,应收账款净额
A0E0D0C,存货
A0E0D0D,产成品
A0E0D0E,固定资产合计
A0E0D0F,固定资产原价合计
A0E0D0G,累计折旧
A0E0D0H,资产总计
A0E0D0I,流动负债合计
A0E0D0J,应付账款
A0E0D0K,负债合计
A0E0D0L,所有者权益合计
A0E0D0M,主营业务收入
A0E0D0N,主营业务成本
A0E0D0O,销售费用
A0E0D0P,主营业务费用及附加
A0E0D0Q,管理费用
A0E0D0R,财务费用
A0E0D0S,利息支出
A0E0D0T,营业利润
A0E0D0U,利润总额
A0E0D0V,亏损总额
A0E0D0W,应交所得税
A0E0D0X,本年应交增值税
A0E0D0Y,工业销售产值(现价)
A0E0D0Z,出口交货值
A0E2501,企业单位数（2023-至今）
A0E2502,资产总计（2023-至今）
A0E2503,固定资产净额（2023-至今）
A0E2504,固定资产原价（2023-至今）
A0E2505,累计折旧（2023-至今）
A0E2506,流动资产合计（2023-至今）
A0E2507,应收账款（2023-至今）
A0E2508,存货（2023-至今）
A0E2509,产成品（2023-至今）
A0E250A,负债合计（2023-至今）
A0E250B,流动负债合计
A0E250C,应付账款
A0E250D,所有者权益合计（2023-至今）
A0E250E,实收资本（2023-至今）
A0E250F,国家资本（2023-至今）
A0E250G,集体资本（2023-至今）
A0E250H,法人资本（2023-至今）
A0E250I,个人资本（2023-至今）
A0E250J,港澳台资本（2023-至今）
A0E250K,外商资本（2023-至今）
A0E250L,营业收入（2023-至今）
A0E250M,营业成本（2023-至今）
A0E250N,销售费用（2023-至今）
A0E250O,管理费用（2023-至今）
A0E250P,财务费用（2023-至今）
A0E250Q,利息费用（2023-至今）
A0E250R,投资收益（2023-至今）
A0E250S,营业利润（2023-至今）
A0E250T,利润总额（2023-至今）
A0E250U,亏损企业亏损额（2023-至今）
A0E250V,平均用工人数（2023-至今）
A0E0E01,企业单位数
A0E0E02,亏损企业单位数
A0E0E03,实收资本
A0E0E04,国家资本金
A0E0E05,集体资本金
A0E0E06,法人资本金
A0E0E07,个人资本金
A0E0E08,港澳台资本金
A0E0E09,外商资本金
A0E0E0A,流动资产合计
A0E0E0B,应收账款净额
A0E0E0C,存货
A0E0E0D,产成品
A0E0E0E,固定资产合计
A0E0E0F,固定资产原价合计
A0E0E0G,累计折旧
A0E0E0H,资产总计
A0E0E0I,流动负债合计
A0E0E0J,应付账款
A0E0E0K,负债合计
A0E0E0L,所有者权益合计
A0E0E0M,主营业务收入
A0E0E0N,主营业务成本
A0E0E0O,销售费用
A0E0E0P,主营业务税金及附加
A0E0E0Q,管理费用
A0E0E0R,财务费用
A0E0E0S,利息支出
A0E0E0T,营业利润
A0E0E0U,利润总额
A0E0E0V,亏损企业亏损总额
A0E0E0W,应交所得税
A0E0E0X,本年应交增值税
A0E0E0Y,工业销售产值(现价)
A0E0E0Z,出口交货值
A0E0F01,企业单位数
A0E0F02,亏损企业单位数
A0E0F03,实收资本
A0E0F04,国家资本金
A0E0F05,集体资本金
A0E0F06,法人资本金
A0E0F07,个人资本金
A0E0F08,港澳台资本金
A0E0F09,外商资本金
A0E0F0A,流动资产合计
A0E0F0B,应收账款净额
A0E0F0C,存货
A0E0F0D,产成品
A0E0F0E,固定资产合计
A0E0F0F,固定资产原价合计
A0E0F0G,累计折旧
A0E0F0H,资产总计
A0E0F0I,流动负债合计
A0E0F0J,应付账款
A0E0F0K,负债合计
A0E0F0L,所有者权益合计
A0E0F0M,主营业务收入
A0E0F0N,主营业务成本
A0E0F0O,销售费用
A0E0F0P,主营业务税金及附加
A0E0F0Q,管理费用
A0E0F0R,财务费用
A0E0F0S,利息支出
A0E0F0T,营业利润
A0E0F0U,利润总额
A0E0F0V,亏损企业亏损总额
A0E0F0W,应交所得税
A0E0F0X,本年应交增值税
A0E0F0Y,工业销售产值(现价)
A0E0F0Z,出口交货值
A0E0G01,企业单位数
A0E0G02,亏损企业单位数
A0E0G03,实收资本
A0E0G04,国家资本金
A0E0G05,集体资本金
A0E0G06,法人资本金
A0E0G07,个人资本金
A0E0G08,港澳台资本金
A0E0G09,外商资本金
A0E0G0A,流动资产合计
A0E0G0B,应收账款净额
A0E0G0C,存货
A0E0G0D,产成品
A0E0G0E,固定资产合计
A0E0G0F,固定资产原价合计
A0E0G0G,累计折旧
A0E0G0H,资产总计
A0E0G0I,流动负债合计
A0E0G0J,应付账款
A0E0G0K,负债合计
A0E0G0L,所有者权益合计
A0E0G0M,主营业务收入
A0E0G0N,主营业务成本
A0E0G0O,销售费用
A0E0G0P,主营业务费用及附加
A0E0G0Q,管理费用
A0E0G0R,财务费用
A0E0G0S,利息支出
A0E0G0T,营业利润
A0E0G0U,利润总额
A0E0G0V,亏损总额
A0E0G0W,应交所得税
A0E0G0X,本年应交增值税
A0E0G0Y,工业销售产值(现价)
A0E0G0Z,出口交货值
A0E2601,企业单位数（2023-至今）
A0E2602,资产总计（2023-至今）
A0E2603,固定资产净额（2023-至今）
A0E2604,固定资产原价（2023-至今）
A0E2605,累计折旧（2023-至今）
A0E2606,流动资产合计（2023-至今）
A0E2607,应收账款（2023-至今）
A0E2608,存货（2023-至今）
A0E2609,产成品（2023-至今）
A0E260A,负债合计（2023-至今）
A0E260B,流动负债合计（2023-至今）
A0E260C,应付账款（2023-至今）
A0E260D,所有者权益合计（2023-至今）
A0E260E,实收资本（2023-至今）
A0E260F,国家资本（2023-至今）
A0E260G,集体资本（2023-至今）
A0E260H,法人资本（2023-至今）
A0E260I,个人资本（2023-至今）
A0E260J,港澳台资本（2023-至今）
A0E260K,外商资本（2023-至今）
A0E260L,营业收入（2023-至今）
A0E260M,营业成本（2023-至今）
A0E260N,销售费用（2023-至今）
A0E260O,管理费用（2023-至今）
A0E260P,财务费用（2023-至今）
A0E260Q,利息费用（2023-至今）
A0E260R,投资收益（2023-至今）
A0E260S,营业利润（2023-至今）
A0E260T,利润总额（2023-至今）
A0E260U,亏损企业亏损额（2023-至今）
A0E260V,平均用工人数（2023-至今）
A0E0H,工业产品产量
A0F01,建筑业企业概况
A0F0201,建筑业企业主要经济指标
A0F0202,内资建筑业企业主要经济指标
A0F0203,国有建筑业企业主要经济指标
A0F0204,集体建筑业企业主要经济指标
A0F0205,港澳台商投资建筑业企业主要经济指标
A0F0206,港澳台商独资建筑业企业主要经济指标
A0F0207,外商投资建筑业企业主要经济指标
A0F0208,外商独资建筑业企业主要经济指标
A0F03,总承包建筑业企业主要经济指标
A0F04,专业承包建筑业企业主要经济指标
A0F05,建筑业企业技术装备情况
A0F06,国有建筑业企业技术装备情况
A0F07,建筑业总产值
A0F08,按行业分建筑业总产值
A0F09,建筑业企业签订合同和承包工程完成情况
A0F0A,按登记注册类别分建筑业企业实收资本
A0F0B,建筑业企业资产
A0F0C,按登记注册类别分建筑业企业资产
A0F0D,建筑业企业负债及所有者权益
A0F0E,按登记注册类别分建筑业企业所有者权益
A0F0F,按登记注册类别分建筑业企业负债
A0F0G,建筑业企业总收入
A0F0H,按登记注册类别分建筑业企业总收入
A0F0I,建筑业企业利税总额
A0F0J,按登记注册类别分建筑业企业税金总额
A0F0K,按登记注册类别分建筑业企业利润总额
A0F0L,按资质等级分总承包建筑业企业利润总额
A0F0M,按资质等级分专业承包建筑业企业利润总额
A0F0N,按登记注册类别分建筑业企业主营业务利润
A0F0O,建筑业劳动生产率
A0F0P,建筑业房屋建筑面积
A0F0Q,劳务分包建筑业企业主要指标
A0F0R,勘察设计机构
A0F0S,工程招标代理机构
A0F0T01,企业单位数
A0F0T02,从业人员
A0F0T03,注册执业人员
A0F0U01,营业收入
A0F0U02,工程监理收入
A0F0U03,工程招标代理收入
A0F0U04,工程造价咨询收入
A0F0U05,工程项目管理与咨询服务收入
A0F0U06,建设工程监理其他收入
A0F0V,建筑业企业概况（2023-）
A0F0W,建筑业房屋建筑面积（2023-）
A0F0X,建筑业劳动生产率（2023-）
A0G01,交通运输、邮电通信业就业人员数
A0G02,运输线路长度
A0G03,运输线路质量
A0G04,客运量
A0G05,旅客周转量
A0G06,货运量
A0G07,货物周转量
A0G08,旅客运输平均运距
A0G09,货物运输平均运距
A0G0A,国家营业铁路基本情况
A0G0B,铁路机车拥有量(-2014)
A0G0C,国家铁路客、货车拥有量
A0G0D01,货运量
A0G0D02,货物周转量
A0G0D03,平均运距
A0G0E01,客运量
A0G0E02,旅客周转量
A0G0E03,货运量
A0G0E04,货物周转量
A0G0F,国家铁路主要车站旅客发送量(-2014)
A0G0G,国家铁路主要车站货物发送量(-2014)
A0G0H,国家铁路运输主要技术经济指标(-2014)
A0G0I,民用汽车拥有量
A0G0J,私人汽车拥有量
A0G0K,新注册民用汽车数量
A0G0L,公路营运汽车拥有量
A0G0M,民用运输船舶拥有量
A0G0N01,货物吞吐量
A0G0N02,出港量
A0G0N03,进港量
A0G0O,沿海主要规模以上港口货物吞吐量
A0G0P01,码头长度
A0G0P02,泊位
A0G0P03,万吨级泊位
A0G0Q01,码头长度
A0G0Q02,泊位
A0G0Q03,万吨级泊位
A0G0R,民用航空航线及飞机架数
A0G0S,民用航空运输量及通用航空飞行时间
A0G0T,邮电业务量
A0G0U,快递业务量
A0G0V,邮政业网点及邮递线路
A0G0W,电信主要通信能力
A0G0X,电信通信服务水平
A0G0Y,邮政通信服务水平
A0G0Z,互联网主要指标发展情况
A0G1001,按行业分企业数
A0G1002,按行业分期末使用计算机数
A0G1003,按行业分每百人使用计算机数
A0G1004,按行业分企业拥有网站数
A0G1005,按行业分每百家企业拥有网站数
A0G1006,按行业分有电子商务交易活动的企业数
A0G1007,按行业分有电子商务交易活动的企业数比重
A0G1008,按行业分电子商务销售额
A0G1009,按行业分电子商务采购额
A0G11,软件和信息技术服务业主要经济指标
A0G12,电子商务交易额及增速
A0H,社会消费品零售总额
A0I01,批发和零售业情况
A0I0201,按登记注册类型分限额以上批发业法人企业数（2023年前）
A0I0202,按国民经济行业分限额以上批发业法人企业数
A0I0203,按登记注册类型分限额以上批发业年末从业人数（2023年前）
A0I0204,按国民经济行业分限额以上批发业年末从业人数
A0I0205,按登记注册类型分限额以上批发业企业商品购进额（2023年前）
A0I0206,按国民经济行业分限额以上批发业企业商品购进额
A0I0207,按登记注册类型分限额以上批发业企业商品进口额（2023年前）
A0I0208,按国民经济行业分限额以上批发业企业商品进口额
A0I0209,按登记注册类型分限额以上批发业企业商品销售额（2023年前）
A0I020A,按国民经济行业分限额以上批发业企业商品销售额
A0I020B,按登记注册类型分限额以上批发业企业商品出口额（2023年前）
A0I020C,按国民经济行业分限额以上批发业企业商品出口额
A0I020D,按登记注册类型分限额以上批发业企业期末商品库存额（2023年前）
A0I020E,按国民经济行业分限额以上批发业企业期末商品库存额
A0I020F,按登记注册统计类别分限额以上批发业法人企业数（2023年起）
A0I020G,按登记注册统计类别分限额以上批发业年末从业人数（2023年起）
A0I020H,按登记注册统计类别分限额以上批发业企业商品购进额（2023年起）
A0I020I,按登记注册统计类别分限额以上批发业企业商品进口额（2023年起）
A0I020J,按登记注册统计类别分限额以上批发业企业商品销售额（2023年起）
A0I020K,按登记注册统计类别分限额以上批发业企业商品出口额（2023年起）
A0I020L,按登记注册统计类别分限额以上批发业企业期末商品库存额（2023年起）
A0I0301,按登记注册类型分限额以上批发业企业资产总计（2023年前）
A0I0302,按国民经济行业分限额以上批发业企业资产总计
A0I0303,按登记注册类型分限额以上批发业企业流动资产（2023年前）
A0I0304,按国民经济行业分限额以上批发业企业流动资产
A0I0305,按登记注册类型分限额以上批发业企业固定资产（2023年前）
A0I0306,按国民经济行业分限额以上批发业企业固定资产
A0I0307,按登记注册类型分限额以上批发业企业负债（2023年前）
A0I0308,按登记注册统计类别分限额以上企业批发业负债（2023年起）
A0I0309,按登记注册类型分限额以上批发业企业所有者权益（2023年前）
A0I030A,按国民经济行业分限额以上批发业企业所有者权益
A0I030B,按登记注册统计类别分限额以上批发业企业资产总计（2023年起）
A0I030C,按登记注册统计类别分限额以上批发业企业流动资产（2023年起）
A0I030D,按登记注册统计类别分限额以上批发业企业固定资产（2023年起）
A0I030E,按国民经济行业分限额以上批发业企业负债
A0I030F,按登记注册统计类别分限额以上企业批发业所有者权益（2023年起）
A0I0401,按登记注册类型分限额以上批发业企业营业收入（2023年前）
A0I0402,按国民经济行业分限额以上批发业企业营业收入
A0I0403,按登记注册类型分限额以上批发业企业营业成本（2023年前）
A0I0404,按国民经济行业分限额以上批发业企业营业成本
A0I0405,按登记注册类型分限额以上批发业企业税金及附加（2023年前）
A0I0406,按国民经济行业分限额以上批发业企业税金及附加
A0I0407,按登记注册类型分限额以上批发业企业利润总额（2023年前）
A0I0408,按国民经济行业分限额以上批发业企业利润总额
A0I0409,按登记注册统计类别分限额以上批发业企业营业收入（2023年起）
A0I040A,按登记注册统计类别分限额以上批发业企业营业成本（2023年起）
A0I040B,按登记注册统计类别分限额以上批发业企业税金及附加（2023年起）
A0I040C,按登记注册统计类别分限额以上批发业企业利润总额（2023年起）
A0I0501,按登记注册类型分限额以上零售业企业法人企业数（2023年前）
A0I0502,按国民经济行业分限额以上零售业法人企业数
A0I0503,按登记注册类型分限额以上零售业企业年末从业人数（2023年前）
A0I0504,按国民经济行业分限额以上零售业年末从业人数
A0I0505,按登记注册类型分限额以上零售业企业商品购进额（2023年前）
A0I0506,按国民经济行业分限额以上零售业企业商品购进额
A0I0507,按登记注册类型分限额以上零售业企业商品进口额（2023年前）
A0I0508,按国民经济行业分限额以上零售业企业商品进口额
A0I0509,按登记注册类型分限额以上零售业企业商品销售额（2023年前）
A0I050A,按国民经济行业分限额以上零售业企业商品销售额
A0I050B,按登记注册类型分限额以上零售业企业商品出口额（2023年前）
A0I050C,按国民经济行业分限额以上零售业企业商品出口额
A0I050D,按登记注册类型分限额以上零售业企业期末商品库存额（2023年前）
A0I050E,按国民经济行业分限额以上零售业企业期末商品库存额
A0I050F,按登记注册统计类别分限额以上零售业企业法人企业数（2023年起）
A0I050G,按登记注册统计类别分限额以上零售业企业年末从业人数（2023年起）
A0I050H,按登记注册统计类别分限额以上零售业企业商品购进额（2023年起）
A0I050I,按登记注册统计类别分限额以上零售业企业商品进口额（2023年起）
A0I050J,按登记注册统计类别分限额以上零售业企业商品销售额（2023年起）
A0I050K,按登记注册统计类别分限额以上零售业企业商品出口额（2023年起）
A0I050L,按登记注册统计类别分限额以上零售业企业期末商品库存额（2023年起）
A0I0601,按登记注册类型分限额以上零售业企业资产总计（2023年前）
A0I0602,按国民经济行业分限额以上零售业企业资产
A0I0603,按登记注册类型分限额以上零售业企业流动资产（2023年前）
A0I0604,按国民经济行业分限额以上零售业企业流动资产
A0I0605,按登记注册类型分限额以上零售业企业固定资产（2023年前）
A0I0606,按国民经济行业分限额以上零售业企业固定资产
A0I0607,按登记注册类型分限额以上零售业企业负债（2023年前）
A0I0608,按国民经济行业分限额以上零售业企业负债
A0I0609,按登记注册类型分限额以上零售业企业所有者权益（2023年前）
A0I060A,按国民经济行业分限额以上零售业企业所有者权益
A0I060B,按登记注册统计类别分限额以上零售业企业资产总计（2023年起）
A0I060C,按登记注册统计类别分限额以上零售业企业流动资产（2023年起）
A0I060D,按登记注册统计类别分限额以上零售业企业固定资产（2023年起）
A0I060E,按登记注册统计类别分限额以上企业零售业负债（2023年起）
A0I060F,按登记注册统计类别分限额以上企业零售业所有者权益（2023年起）
A0I0701,按登记注册类型分限额以上零售业企业营业收入（2023年前）
A0I0702,按国民经济行业分限额以上零售业企业营业收入
A0I0703,按登记注册类型分限额以上零售业企业营业成本（2023年前）
A0I0704,按国民经济行业分限额以上零售业企业营业成本
A0I0705,按登记注册类型分限额以上零售业企业税金及附加（2023年前）
A0I0706,按国民经济行业分限额以上零售业企业税金及附加
A0I0707,按登记注册类型分限额以上零售业企业利润总额（2023年前）
A0I0708,按国民经济行业分限额以上零售业企业利润总额
A0I0709,按登记注册统计类别分限额以上零售业企业营业收入（2023年起）
A0I070A,按登记注册统计类别分限额以上零售业企业营业成本（2023年起）
A0I070B,按登记注册统计类别分限额以上零售业企业税金及附加（2023年起）
A0I070C,按登记注册统计类别分限额以上零售业企业利润总额（2023年起）
A0I0801,按登记注册类型分连锁零售企业门店总数（2023年前）
A0I0802,按行业分连锁零售企业门店总数
A0I080E,按业态分连锁零售企业门店总数
A0I0804,按登记注册类型分连锁零售企业年末从业人数
A0I0805,按行业分连锁零售企业年末从业人数
A0I080F,按业态分连锁零售企业年末从业人数
A0I0807,按登记注册类型分连锁零售企业零售营业面积
A0I0808,按行业分连锁零售企业零售营业面积
A0I080G,按业态分连锁零售企业零售营业面积
A0I080A,按登记注册类型分连锁零售企业商品销售额（2023年前）
A0I080B,按行业分连锁零售企业商品销售额
A0I080H,按业态分连锁零售企业商品销售额
A0I080D,按登记注册统计类别分连锁零售企业门店总数（2023年起）
A0I080I,按登记注册统计类别分连锁零售企业年末从业人数（2023年起）
A0I080J,按登记注册统计类别分连锁零售企业零售营业面积（2023年起）
A0I080K,按登记注册统计类别分连锁零售企业商品销售额（2023年起）
A0I0901,市场数量
A0I0902,摊位数
A0I0903,营业面积
A0I0904,成交额
A0I0905,批发市场成交额
A0I0906,零售市场成交额
A0I0A01,摊位数
A0I0A02,成交额
A0I0A03,批发市场成交额
A0I0A04,零售市场成交额
A0J01,住宿和餐饮业情况
A0J0201,按登记注册类型和行业分限额以上住宿业法人企业数（2023年前）
A0J0202,按登记注册类型和行业分限额以上住宿业企业年末从业人数（2023年前）
A0J0203,按登记注册类型和行业分限额以上住宿业企业营业额（2023年前）
A0J0204,按登记注册类型和行业分限额以上住宿业企业客房收入（2023年前）
A0J0205,按登记注册类型和行业分限额以上住宿业企业餐饮收入（2023年前）
A0J0206,按登记注册统计类别和行业分限额以上住宿业法人企业数（2023年起）
A0J0207,按登记注册统计类别和行业分限额以上住宿业年末从业人数（2023年起）
A0J0208,按登记注册统计类别和行业分限额以上住宿业企业营业额（2023年起）
A0J0209,按登记注册统计类别和行业分限额以上住宿业企业客房收入（2023年起）
A0J020A,按登记注册统计类别和行业分限额以上住宿业企业餐费收入（2023年起）
A0J0301,按登记注册类型和行业分限额以上住宿业企业资产（2023年前）
A0J0302,按登记注册类型和行业分限额以上住宿业企业流动资产（2023年前）
A0J0303,按登记注册类型和行业分限额以上住宿业企业固定资产（2023年前）
A0J0304,按登记注册类型和行业分限额以上住宿业企业负债（2023年前）
A0J0305,按登记注册类型和行业分限额以上住宿业企业所有者权益（2023年前）
A0J0306,按登记注册统计类别和行业分限额以上住宿业企业资产总计（2023年起）
A0J0307,按登记注册统计类别和行业分限额以上住宿业企业流动资产（2023年起）
A0J0308,按登记注册统计类别和行业分限额以上住宿业企业固定资产（2023年起）
A0J0309,按登记注册统计类别分限额以上企业住宿业负债（2023年起）
A0J030A,按登记注册统计类别分限额以上企业住宿业所有者权益（2023年起）
A0J0401,按登记注册类型和行业分限额以上住宿业企业营业收入（2023年前）
A0J0402,按登记注册类型和行业分限额以上住宿业企业营业成本（2023年前）
A0J0403,按登记注册类型和行业分限额以上住宿业企业税金及附加（2023年前）
A0J0404,按登记注册类型和行业分限额以上住宿业企业利润总额（2023年前）
A0J0405,按登记注册统计类别和行业分限额以上住宿业企业营业收入（2023年起）
A0J0406,按登记注册统计类别和行业分限额以上住宿业企业营业成本（2023年起）
